study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_unit	comments
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00036791638737758436	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	3.24528	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003675057671381937	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.47379	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003410342110990207	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.60797	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003410619368879217	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.38994	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003349250489662677	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.64151	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003246723830250272	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	3.25367	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0003069987377584331	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.21384	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00028461841131664854	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.18029	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002786127094668117	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.40042	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00027544722524483137	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.28931	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002694255277475517	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.63522	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002679131664853101	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.52621	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00025103408052230684	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.23899	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00025001127312295976	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.28092	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002469876169749728	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.05451	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00023273223068552776	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	2.13836	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002322938628944505	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.58491	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00023333055495103374	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.43396	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002231418715995648	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.54298	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.0002216188465723613	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.51782	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.000219080478781284	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.47589	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00021550544069640914	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.58491	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00020941762785636563	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.45073	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00020942722524483134	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.37526	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00020842039173014148	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.2914	IU/ml	
Frost2021a	moderate	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_moderate	0.00019622450489662678	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_moderate	1.18239	IU/ml	
