study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	1.4872063077376734e-06	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0031890660592255				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	5.453089795038172e-06	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0675649588818965				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	7.436031538688423e-06	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0065325663101813				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	9.91470871825123e-06	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0810895332226553				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	1.1897650461901457e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0403961237017873				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	1.5367798513289403e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.0674877417860315				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	2.1812359180152557e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.162352804911007				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	2.528250723154059e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.125037643334234				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	2.825691984701589e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.162302613798694				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	4.213751205256758e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.158804679356009				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	4.213751205256758e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.335075865796687				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	4.5607660103955606e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.267252229643643				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	4.709486641169336e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.335037257248754				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	4.9077808155343635e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.155360796880429				IU/ml	
Frost2015		elderly_male	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_male_apixaban_vs_Anti-factor Xa activity	5.0069279027168664e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	elderly_male_Anti-factor Xa activity_vs_apixaban	0.335014092119995				IU/ml	
