study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.000725426187885382	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	5.37816894547108	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0007799216185850643	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	5.31375401903154	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0007119792634270185	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.83501672566659	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0007027787361660349	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.88303725114482	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0006765926201155365	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.69153324023254	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0006461601068676628	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.26038777564873	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0006263435866132317	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	3.96496378811991	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0006284667852119217	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	3.75722126595434	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0005937878747666703	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	3.96526257672697	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0006079425320912623	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.28470657010165	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0005923724090342089	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	4.2928388165373	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0005201836566787857	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	3.59043876457406	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0005300919168060022	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	2.99114676366471	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.00039703813795482915	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	2.89649572927154	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.0003241416527331752	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	1.84257088110162	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.00028663181082300544	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	1.69910688188107	IU/ml	
Upreti2013		low	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_low	0.00021515079133381114	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_low	1.42013575395408	IU/ml	
