study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.0005272609853410838	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	3.45455490240655	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.0003963304050885985	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.64883245104089	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.00038571441209515563	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.72882335747459	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.00035882056317842873	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.44145367152739	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.00033758857719153864	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.36175505829626	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.00033334217999416105	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.49761293884577	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.00030574059821120565	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	2.08242018771719	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.0003128179268735016	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	1.92256828293982	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.0002767235506957889	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	1.7471339027638	IU/ml	
Upreti2013		high	1.0	API10	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_antiXa_high	0.0002561992975751295	mole/meter^3	Anti-factor Xa activity		plasma	coagulation assay	antiXa_vs_apixaban_high	1.74732226949433	IU/ml	
