study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	56.8736082641459				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	40.3078040435918				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	43.3198522363628				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	51.2264787423869				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	62.1456142808689				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	1.4916964451009055e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	53.8666293079294				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	2.6104687789265943e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	48.5983100087007				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	2.7969308345642005e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	67.8005780773031				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	3.542779057114646e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	51.6126623999056				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	5.03447550221556e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	41.4506864667974				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	5.407399613490795e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	64.0419695919541				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	6.712634002954081e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	64.0451954697615				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	7.272020169866921e-05	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	46.3507948562918				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0001006895100443112	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	59.9119243190633				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00012492957727720108	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	73.0956260783648				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00013238805950270554	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	68.5793971479554				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00013425268005908163	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	53.896123047883				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00013425268005908163	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	60.2967254575216				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00013798192117183395	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	67.0747555706301				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00016035736784834775	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	101.718839863738				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00016781585007385224	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	92.3080326200764				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00017154509118660457	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	65.2005205645102				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00017713895285573298	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	107.747083806462				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00018273281452486136	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	85.911116927932				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00022188984620875952	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	92.3213969709929				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00022561908732151255	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	110.018101782896				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00022934832843426333	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	87.8051680405834				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00023121294899063985	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	78.0164722537641				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00023680681065976934	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	124.704601760776				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00027596384234366704	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	94.9703034905841				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00028155770401279656	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	98.3602402265119				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.0002834223245691709	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	104.38479745174				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00028901618623830035	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	87.8199149105603				sec	
Frost2015		elderly_female	1.0	API_20	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	elderly_female_apixaban_vs_mPT	0.00029833928902018057	mole/meter^3	mPT	plasma	coagulation assay	elderly_female_mPT_vs_apixaban	130.743905855982				sec	
