study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	1.1143631538730643e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	36.1635220125786				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	9.060256946706768e-06	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	44.0251572327044				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	2.4709791672836563e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	51.8867924528302				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	4.031087582705876e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	58.1761006289308				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	7.882908049353928e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	58.1761006289308				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	5.586350940937345e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	62.8930817610063				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	0.00013270611645470445	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	56.6037735849056				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	0.0001251478272371308	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	61.3207547169811				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	0.00010983744651435386	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	64.4654088050314				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	9.45270657915765e-05	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	67.6100628930817				sec	
Frost2021		group4	6.0	IV3_75	NR	NR	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT	0.0002019904342824618	mole/meter^3	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban	55.0314465408804				sec	
