study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_unit	comments
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.0002937448095756257	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.42348	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00029680792165397174	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.33962	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.0002718870946681175	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.28092	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00026679649619151255	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.30608	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.0002673287051142547	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.12159	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.0002586449183895539	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.39832	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00026327477693144726	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	1.99581	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00025205688792165397	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	2.19706	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00022971710554951034	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	1.84486	IU/ml	
Frost2021a	mild	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_mild	0.00021090757344940152	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_mild	1.73585	IU/ml	
